20191026,南岸,融侨半岛,整租·图强村419号,1室1厅,53平米,1000
20191026,南岸,融侨半岛,整租·融侨半岛香弥山1号,2室1厅,90平米,2324
20191026,南岸,融侨半岛,整租·融侨半岛香弥山2号,3室1厅,93平米,1000
20191026,南岸,融侨半岛,合租·金辉御江府,5居室,20平米,850
20191026,南岸,融侨半岛,整租·金辉御江府,3室2厅,108平米,1300
20191026,南岸,融侨半岛,合租·金辉御江府,5居室,16平米,800
20191026,南岸,融侨半岛,整租·图强村420号,1室1厅,55平米,1000
20191026,南岸,融侨半岛,整租·融侨半岛香弥山2号,1室0厅,20平米,550
20191026,南岸,融侨半岛,整租·融侨半岛香弥山2号,1室0厅,10平米,590
20191026,南岸,融侨半岛,整租·融侨半岛香弥山1号,2室1厅,91平米,1600
20191026,南岸,融侨半岛,整租·融侨半岛香弥山2号,1室1厅,55平米,1500
20191026,南岸,融侨半岛,合租·金辉城江城上,4居室,25平米,920
20191026,南岸,融侨半岛,整租·融侨半岛香弥山2号,2室1厅,56平米,1700
20191026,南岸,融侨半岛,合租·金辉御江府,4居室,20平米,950
20191026,南岸,融侨半岛,整租·融侨半岛香弥山2号,2室1厅,58平米,1700
20191026,南岸,融侨半岛,整租·融侨半岛香弥山2号,2室1厅,55平米,1500
20191026,南岸,融侨半岛,整租·双子星座,1室2厅,63平米,1650
20191026,南岸,融侨半岛,整租·双子星座,2室1厅,60平米,1700
20191026,南岸,融侨半岛,整租·融侨半岛香弥山2号,1室1厅,55平米,1700
20191026,南岸,融侨半岛,整租·融侨半岛香弥山2号,2室1厅,55平米,1600
20191026,南岸,融侨半岛,整租·融侨半岛香弥山2号,2室1厅,68平米,1600
20191026,南岸,融侨半岛,合租·金辉御江府,4居室,30平米,1150
20191026,南岸,融侨半岛,整租·融侨半岛香弥山2号,1室1厅,55平米,1600
20191026,南岸,融侨半岛,合租·金辉御江府,5居室,20平米,850
20191026,南岸,融侨半岛,整租·融侨半岛香弥山2号,2室1厅,60平米,1700
20191026,南岸,融侨半岛,整租·融侨半岛香弥山2号,2室1厅,75平米,1900
20191026,南岸,融侨半岛,整租·融侨半岛香弥山2号,2室1厅,55平米,1600
20191026,南岸,融侨半岛,整租·金辉城春上南滨,3室2厅,96平米,3017
20191026,南岸,融侨半岛,整租·金辉城春上南滨,3室2厅,108平米,2924
20191026,南岸,融侨半岛,整租·融侨半岛香弥山2号,3室1厅,132平米,4000
20191026,南岸,融侨半岛,整租·融侨半岛香弥山2号,1室1厅,55平米,1600
20191026,南岸,融侨半岛,合租·金辉御江府,4居室,20平米,900
20191026,南岸,融侨半岛,整租·融侨半岛香弥山2号,2室1厅,55平米,1500
20191026,南岸,融侨半岛,合租·融侨半岛香弥山2号,4居室,15平米,1100
20191026,南岸,融侨半岛,整租·融侨半岛香弥山2号,2室1厅,70平米,1500
20191026,南岸,融侨半岛,合租·金辉御江府,4居室,15平米,850
20191026,南岸,融侨半岛,整租·融侨半岛香弥山2号,1室1厅,55平米,1700
20191026,南岸,融侨半岛,整租·金辉城花样派,3室2厅,92平米,1500
20191026,南岸,融侨半岛,整租·融侨半岛香弥山2号,2室1厅,55平米,1700
20191026,南岸,融侨半岛,整租·金辉城春上南滨,3室1厅,120平米,1500
20191026,南岸,融侨半岛,整租·融侨半岛香弥山2号,2室1厅,44平米,1600
20191026,南岸,融侨半岛,合租·金辉御江府,4居室,15平米,800
20191026,南岸,融侨半岛,整租·金辉御江府,3室1厅,86平米,1500
20191026,南岸,融侨半岛,合租·融侨半岛香弥山2号,3居室,18平米,1100
20191026,南岸,融侨半岛,整租·融侨半岛香弥山2号,2室1厅,60平米,1700
20191026,南岸,融侨半岛,整租·融侨半岛香弥山2号,2室1厅,55平米,1600
20191026,南岸,融侨半岛,整租·金辉城花样派,3室1厅,118平米,1500
20191026,南岸,融侨半岛,整租·金辉御江府,3室2厅,113平米,1500
20191026,南岸,融侨半岛,整租·融侨半岛香弥山2号,2室1厅,69平米,1700
20191026,南岸,融侨半岛,整租·金辉御江府,3室2厅,133平米,1500
20191026,南岸,融侨半岛,整租·融侨半岛香弥山2号,2室1厅,78平米,1700
20191026,南岸,融侨半岛,合租·金辉御江府,4居室,15平米,800
20191026,南岸,融侨半岛,整租·融侨半岛香弥山2号,1室1厅,55平米,1600
20191026,南岸,融侨半岛,合租·融侨半岛香弥山1号,3居室,28平米,1000
20191026,南岸,融侨半岛,整租·双子星座,2室1厅,84平米,2000
20191026,南岸,融侨半岛,整租·双子星座,1室1厅,64平米,1800
20191026,南岸,融侨半岛,整租·融侨半岛香弥山2号,2室1厅,70平米,1800
20191026,南岸,融侨半岛,合租·金辉御江府,4居室,20平米,900
20191026,南岸,融侨半岛,整租·诚投天邻水岸,2室1厅,68平米,1900
20191026,南岸,融侨半岛,合租·融侨半岛香弥山2号,4居室,15平米,1100
20191026,南岸,融侨半岛,整租·龙湖观山水,2室1厅,70平米,1800
20191026,南岸,融侨半岛,合租·金辉御江府,4居室,15平米,850
20191026,南岸,融侨半岛,整租·融侨半岛香弥山2号,2室1厅,78平米,2000
20191026,南岸,融侨半岛,整租·诚投天邻水岸,2室1厅,68平米,2100
20191026,南岸,融侨半岛,整租·融侨城花漫庭,4室1厅,138平米,1800
20191026,南岸,融侨半岛,整租·龙湖观山水,2室1厅,71平米,2000
20191026,南岸,融侨半岛,整租·融侨半岛香弥山2号,3室1厅,59平米,2000
20191026,南岸,融侨半岛,合租·金辉御江府,4居室,15平米,800
20191026,南岸,融侨半岛,整租·金辉御江府,3室2厅,126平米,2000
20191026,南岸,融侨半岛,合租·融侨半岛香弥山2号,3居室,18平米,1100
20191026,南岸,融侨半岛,整租·融侨城花漫庭,4室2厅,140平米,2000
20191026,南岸,融侨半岛,整租·龙湖观山水,2室2厅,71平米,1900
20191026,南岸,融侨半岛,整租·诚投天邻水岸,3室2厅,109平米,2000
20191026,南岸,融侨半岛,整租·金辉城花样派,3室1厅,117平米,2000
20191026,南岸,融侨半岛,整租·融侨半岛香弥山2号,2室1厅,73平米,2000
20191026,南岸,融侨半岛,整租·双子星座,2室1厅,84平米,2100
20191026,南岸,融侨半岛,整租·融侨半岛香弥山2号,2室1厅,69平米,1800
20191026,南岸,融侨半岛,合租·金辉御江府,4居室,15平米,800
20191026,南岸,融侨半岛,整租·融侨半岛香弥山2号,2室1厅,70平米,1800
