20191026,九龙坡,黄桷坪,整租·西郊四村,1室1厅,36平米,700
20191026,九龙坡,黄桷坪,整租·志龙观江嶺,1室1厅,55平米,1500
20191026,九龙坡,黄桷坪,整租·观江大厦,2室2厅,89平米,1000
20191026,九龙坡,黄桷坪,整租·志龙观江嶺,2室1厅,70平米,1599
20191026,九龙坡,黄桷坪,整租·官家林,1室1厅,52平米,800
20191026,九龙坡,黄桷坪,整租·新华春天,2室2厅,70平米,1699
20191026,九龙坡,黄桷坪,整租·广厦城洛卡庄园,4室2厅,250平米,1000
20191026,九龙坡,黄桷坪,整租·志龙观江嶺,2室2厅,75平米,700
20191026,九龙坡,黄桷坪,整租·志龙观江嶺,2室1厅,61平米,500
20191026,九龙坡,黄桷坪,整租·志龙观江嶺,2室2厅,80平米,1000
20191026,九龙坡,黄桷坪,整租·新华春天,2室1厅,71平米,1000
20191026,九龙坡,黄桷坪,整租·保利心语花园,2室2厅,75平米,1800
20191026,九龙坡,黄桷坪,整租·新华春天,2室1厅,76平米,1000
20191026,九龙坡,黄桷坪,整租·保利心语花园,2室1厅,89平米,1900
20191026,九龙坡,黄桷坪,整租·和信公寓,2室1厅,64平米,1200
20191026,九龙坡,黄桷坪,整租·观江大厦,2室2厅,89平米,1200
20191026,九龙坡,黄桷坪,整租·金源利青国青城,3室2厅,110平米,1500
20191026,九龙坡,黄桷坪,整租·金源利青国青城,2室1厅,80平米,1500
20191026,九龙坡,黄桷坪,整租·广厦城森林峰,3室1厅,95平米,1500
20191026,九龙坡,黄桷坪,整租·新华春天,2室1厅,67平米,1500
20191026,九龙坡,黄桷坪,整租·广厦城江畔语林,4室1厅,117平米,1500
20191026,九龙坡,黄桷坪,整租·新华春天,2室2厅,70平米,1700
20191026,九龙坡,黄桷坪,整租·金源利青国青城,2室1厅,73平米,1400
20191026,九龙坡,黄桷坪,整租·星河名居,2室2厅,108平米,1500
20191026,九龙坡,黄桷坪,整租·广厦城江畔语林,2室1厅,85平米,1500
20191026,九龙坡,黄桷坪,整租·金源利青国青城,2室1厅,83平米,1500
20191026,九龙坡,黄桷坪,整租·广厦城森林峰,2室1厅,95平米,1500
