20191026,南岸,南山,南山绿肺+复地山与城+清水大三房+诚心出售,105万,低楼层(共8层)                                                3室1厅 | 109.94平米                                  | 东,https://ke-image.ljcdn.com/500000-inspection/prod-161dbceb-fb3c-4399-b3de-aa25ca45942a.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20191026,南岸,南山,南山复地山与城，正规两房带大露台，清水洋房，采光好,98万,高楼层(共8层)                                                    | 2016年建 |                                 2室2厅 | 83.24平米                                  | 东南,https://ke-image.ljcdn.com/500000-inspection/2eea4201-27e8-4d4c-8c57-389f37391774.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20191026,南岸,南山,南山 寻常人家  纯洋房 单价不到9000 业主安心出售,128万,低楼层(共4层)                                                3室2厅 | 145平米                                  | 南,https://ke-image.ljcdn.com/500000-inspection/prod-5e0b3ce4-0fc5-4b9e-8ce2-307c6977243f.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20191026,南岸,南山,南山郡二期洋房中间楼层清水端头户型在售,179万,中楼层(共6层)                                                    | 2015年建 |                                 3室2厅 | 168.3平米                                  | 西南,https://ke-image.ljcdn.com/500000-inspection/prod-3a18b0b9-cf7b-41f5-9889-8b9117d9a641.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20191026,南岸,南山,此房满两年 清水正2房 就在长江边,69万,高楼层(共11层)                                                    | 2013年建 |                                 2室1厅 | 77.7平米                                  | 南,https://ke-image.ljcdn.com/500000-inspection/pc1_ot1KnfNYu_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20191026,南岸,南山,南山风景区高山流水别墅品质住家装修洋房在售,140万,高楼层(共4层)                                                    | 2006年建 |                                 3室2厅 | 117.02平米                                  | 南,https://ke-image.ljcdn.com/500000-inspection/prod-81b9dbc3-2c77-498f-9a55-928a64605b78.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20191026,南岸,南山,复地山与城，正规两房带20平露台，清水洋房，采光好,106万,中楼层(共8层)                                                    | 2016年建 |                                 2室2厅 | 83平米                                  | 东,https://ke-image.ljcdn.com/500000-inspection/prod-7ce68605-84c8-4367-ae86-fce46259aea2.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20191026,南岸,南山,南山绿肺+复地山与城+装修大2房+诚心出售,128万,中楼层(共8层)                                                    | 2016年建 |                                 2室2厅 | 84平米                                  | 西,https://ke-image.ljcdn.com/500000-inspection/pc1_UZFDUGzbX_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20191026,南岸,南山,柏林春江，清水3房，价格低，业主急售！,90万,低楼层(共11层)                                                    | 2013年建 |                                 3室2厅 | 100平米                                  | 南,https://ke-image.ljcdn.com/500000-inspection/pc1_YTUAartQp_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20191026,南岸,南山,视野开阔，看江小区，电梯房，政府就在旁边,85万,中楼层(共15层)                                                3室2厅 | 98.52平米                                  | 西北,https://ke-image.ljcdn.com/500000-inspection/pc1_Zm1QANJwV_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20191026,南岸,南山,正规两房 精装修 板式结构 采光通风好,125万,低楼层(共3层)                                                2室2厅 | 84.82平米                                  | 南,https://ke-image.ljcdn.com/500000-inspection/prod-9dfce4b4-11fe-4e2a-96dc-f7b948589618.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20191026,南岸,南山,复地山与城精装修二房，保持比较，诚心出售,115万,中楼层(共8层)                                                    | 2016年建 |                                 2室2厅 | 83平米                                  | 东,https://ke-image.ljcdn.com/500000-inspection/prod-08bd718e-4d23-41ff-af46-e462fe70886f.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
