20191026,南岸,融侨半岛,南坪 铜元局 融侨 香弥山 两房 装修小跃层 看房约,86万,低楼层(共36层)                                                    | 2009年建 |                                 2室1厅 | 60.17平米                                  | 东南 南,https://ke-image.ljcdn.com/500000-inspection/prod-6e3a6661-f974-4f7c-ac9b-14e1f1b48df2.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20191026,南岸,融侨半岛,南滨路铜元局轻轨站旁+诚投天邻水岸+清水大跃层,128万,中楼层(共28层)                                                    | 2012年建 |                                 4室2厅 | 116.65平米                                  | 南,https://ke-image.ljcdn.com/500000-inspection/prod-83bf2056-c2b2-499a-a4c5-ea222749f677.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20191026,南岸,融侨半岛,金辉城春上南滨+带小露台+精装小三房,148万,低楼层(共33层)                                                    | 2015年建 |                                 3室2厅 | 96平米                                  | 东南,https://ke-image.ljcdn.com/500000-inspection/prod-35951bd3-599c-467e-abff-7fcc21305f56.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20191026,南岸,融侨半岛,南坪融侨半岛香弥山居家跃层两房 朝小区中庭居家安静,78万,高楼层(共31层)                                                    | 2009年建 |                                 2室1厅 | 55.73平米                                  | 西,https://ke-image.ljcdn.com/500000-inspection/prod-6e3ddee0-4835-4e40-b73d-38cd39fe5402.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20191026,南岸,融侨半岛,香弥山，精装修小三房，装修保持好，诚心且急卖,105万,中楼层(共29层)                                                    | 2009年建 |                                 3室2厅 | 78平米                                  | 东南,https://ke-image.ljcdn.com/500000-inspection/prod-bbb0c6d5-a881-4cbc-9d04-460e2dee1caf.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20191026,南岸,融侨半岛,香弥山端户跃层，大套房的形式，楼层采光好,96万,高楼层(共36层)                                                    | 2009年建 |                                 2室2厅 | 70.79平米                                  | 东南,https://ke-image.ljcdn.com/500000-inspection/prod-e0ac9a9a-3bec-4839-bc57-cb08daabc66b.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20191026,南岸,融侨半岛,清水三房 户型方正 低楼层 住家安静 单价低,148万,低楼层(共33层)                                                    | 2018年建 |                                 3室2厅 | 107平米                                  | 北,https://ke-image.ljcdn.com/500000-inspection/pc1_W6U3U6Ilf_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20191026,南岸,融侨半岛,南岸海峡路轻轨站旁，龙湖品质物业，装修大四房,208万,中楼层(共30层)                                                    | 2008年建 |                                 4室2厅 | 168.27平米                                  | 西北,https://ke-image.ljcdn.com/500000-inspection/test-7c44bc2c-bccf-4cc6-b9be-c7afd07ed939.png!m_fill,w_280,h_210,f_jpg?from=ke.com
20191026,南岸,融侨半岛,融侨半岛香弥山2号 经典跃层小两房 全朝中庭,78万,中楼层(共31层)                                                    | 2009年建 |                                 2室1厅 | 56.5平米                                  | 西,https://ke-image.ljcdn.com/500000-inspection/prod-fc6f4fcf-ae52-4801-9c5d-07505e46d5d7.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20191026,南岸,融侨半岛,铜元局轻轨站装修两房+保持好+门口市政公园,85万,中楼层(共22层)                                                    | 2012年建 |                                 2室2厅 | 67平米                                  | 西,https://ke-image.ljcdn.com/500000-inspection/prod-1697b989-a3aa-4ca3-b365-dde53a3f0c5c.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20191026,南岸,融侨半岛,装修新+拎包入住+朝采光好+住家安静,175万,低楼层(共32层)                                                    | 2015年建 |                                 3室2厅 | 108.5平米                                  | 西南,https://ke-image.ljcdn.com/500000-inspection/pc1_toddHKv9P_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20191026,南岸,融侨半岛,轻轨旁商圈里  龙湖精装三房 朝中庭 业主诚售,139万,中楼层(共29层)                                                    | 2007年建 |                                 3室1厅 | 98平米                                  | 东,https://ke-image.ljcdn.com/500000-inspection/pc1_LJr1oxfnj_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20191026,南岸,融侨半岛,融侨半岛香弥山2号，住家装修一改二，全明全朝中庭,71万,低楼层(共29层)                                                    | 2009年建 |                                 2室1厅 | 55平米                                  | 西南,https://ke-image.ljcdn.com/500000-inspection/prod-e96e1682-62e8-42fa-a749-503eced19e2a.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20191026,南岸,融侨半岛,融侨半岛云满庭D区 3室2厅 南,112万,低楼层(共34层)                                                    | 2006年建 |                                 3室2厅 | 94.98平米                                  | 南,https://ke-image.ljcdn.com/500000-inspection/prod-535807e6-1544-42bd-9550-3cb26bc931d5.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20191026,南岸,融侨半岛,此房户型方正采光好高楼层视野开阔卧室客厅均可看江,195万,高楼层(共33层)                                                    | 2015年建 |                                 3室1厅 | 118平米                                  | 东南,https://ke-image.ljcdn.com/500000-inspection/prod-65613e5c-6b7c-4574-8a99-2d0f209e1436.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20191026,南岸,融侨半岛,清水三房 朝南中庭户型 通透方正 客厅带阳台 视野霸道,126万,高楼层(共33层)                                                    | 2019年建 |                                 3室2厅 | 80.7平米                                  | 东南,https://ke-image.ljcdn.com/500000-inspection/prod-305b4e2b-5246-40f2-9d0c-e61385eac291.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20191026,南岸,融侨半岛,精装大两房+朝西南+住家安静+采光好+轻轨旁,122万,中楼层(共33层)                                                    | 2015年建 |                                 2室2厅 | 74平米                                  | 西南,https://ke-image.ljcdn.com/500000-inspection/pc1_zBlhoqNj7_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20191026,南岸,融侨半岛,融侨半岛香弥山2号、装修跃层两房、端头户型采光好！,98万,高楼层(共31层)                                                    | 2009年建 |                                 2室2厅 | 72.9平米                                  | 东,https://ke-image.ljcdn.com/500000-inspection/prod-50d0a4c7-af70-43c6-bab4-ed4b8130d992.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20191026,南岸,融侨半岛,金辉城花样派带花园精装四房业主急售装修保持好,220万,地下室(共28层)                                                    | 2015年建 |                                 4室2厅 | 143.21平米                                  | 东,https://ke-image.ljcdn.com/500000-inspection/prod-7f77145c-0aac-4044-a9d9-3a7fb64acfe5.png!m_fill,w_280,h_210,f_jpg?from=ke.com
20191026,南岸,融侨半岛,近南滨路 正规端头四房 出行方便 户型方正 坐北朝南,150万,低楼层(共6层)                                                    | 2003年建 |                                 4室2厅 | 145.57平米                                  | 南,https://ke-image.ljcdn.com/500000-inspection/prod-78802809-d73c-4701-acfe-eab09f371673.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20191026,南岸,融侨半岛,云满庭d区精装两房带书房拎包入住，诚意出售,112万,低楼层(共33层)                                                    | 2006年建 |                                 2室2厅 | 99平米                                  | 北,https://ke-image.ljcdn.com/500000-inspection/prod-f1c2d479-17d1-46e0-9bd2-2d272c355594.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20191026,南岸,融侨半岛,融侨商圈，近融侨公园，出行方便的精装两房,145万,中楼层(共30层)                                                    | 2015年建 |                                 2室2厅 | 79平米                                  | 东,https://ke-image.ljcdn.com/500000-inspection/pc1_M44dUuBsV_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20191026,南岸,融侨半岛,融侨花漫庭，美式精装2房，装修好家电全，拎包入住,145万,高楼层(共33层)                                                    | 2012年建 |                                 2室2厅 | 91.1平米                                  | 南,https://ke-image.ljcdn.com/500000-inspection/pc1_zz21orGZm_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20191026,南岸,融侨半岛,南坪 融侨半岛香弥山1号住家装修两居室 看江 视野开阔,118万,低楼层(共33层)                                                    | 2008年建 |                                 2室2厅 | 89.15平米                                  | 西北,https://ke-image.ljcdn.com/500000-inspection/prod-fcc4d85a-951b-4a77-af30-d1ff5d7c1b61.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20191026,南岸,融侨半岛,风临洲B区 板式洋房 户型方正楼层好带装修拎包入住,145万,中楼层(共6层)                                                    | 2004年建 |                                 3室2厅 | 129.79平米                                  | 南,https://ke-image.ljcdn.com/500000-inspection/pc1_jwd9wA9NB_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
