20191026,合川,合川,合川北新御龙湾 。清水2房，可任意装修。,48万,中楼层(共33层)                                                2室2厅 | 78平米                                  | 东,https://ke-image.ljcdn.com/500000-inspection/4d55dcf7-22d5-4922-9e26-283ae471e2d2.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20191026,合川,合川,合川北新御龙湾清水三房 小区环境好 住家安静,65万,低楼层(共33层)                                                3室2厅 | 107平米                                  | 南,https://ke-image.ljcdn.com/500000-inspection/10f07c78-ad51-4398-8c76-8bdadbd6357f.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20191026,合川,合川,小区环境优雅，配套齐全，全中庭，交通方便，绿化高,70万,高楼层(共33层)                                                3室2厅 | 79平米                                  | 南,https://ke-image.ljcdn.com/500000-inspection/c9112ca5-829a-4f9d-9824-357eef9cbe2f.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20191026,合川,合川,小区环境优雅，各种休闲设施，，直达重庆北和机场,64万,低楼层(共33层)                                                3室2厅 | 107平米                                  | 南,https://ke-image.ljcdn.com/500000-inspection/c1b62d7a-a4e7-412c-bb8d-0ba80ea40e11.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20191026,合川,合川,带六大公园 通城际列车 二改三户型,53万,高楼层(共33层)                                                3室1厅 | 85平米                                  | 东,https://ke-image.ljcdn.com/500000-inspection/6457f4d0-8953-4d81-ab79-b817e3cbbdcc.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20191026,合川,合川,小区环境优雅，各种休闲设施，绿化覆盖面积高,130万,高楼层(共8层)                                                4室2厅 | 126.9平米                                  | 南,https://ke-image.ljcdn.com/500000-inspection/63c9347c-6807-46ac-93ce-0fc0a7f00a12.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20191026,合川,合川,正规3房+书房，全中庭  城际列车直达龙头寺,73万,低楼层(共33层)                                                3室2厅 | 117平米                                  | 南 东,https://ke-image.ljcdn.com/500000-inspection/3cbf8be1-95f6-4000-a84d-79746c01cebb.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20191026,合川,合川,业主急售此房，指标没有用过，满两年，看房打电话，,75万,高楼层(共33层)                                                3室2厅 | 117平米                                  | 东南,https://ke-image.ljcdn.com/500000-inspection/f9b222ed-6b4e-4522-8f3f-c89a9a14e5b0.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20191026,合川,合川,城际快铁，出门六大公园，带地暖，住家安静,55万,高楼层(共33层)                                                2室1厅 | 78.25平米                                  | 南,https://ke-image.ljcdn.com/500000-inspection/1d183856-70cf-40e6-b644-383f220ab74b.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20191026,合川,合川,直达重庆北站和机场+六大公园小区环境优雅,68万,中楼层(共33层)                                                3室2厅 | 96.91平米                                  | 东,https://ke-image.ljcdn.com/500000-inspection/669f602e-5095-4a8d-bde2-b909a18eefdf.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20191026,合川,合川,北新御龙湾 2室2厅 东南,48万,高楼层(共33层)                                                2室2厅 | 78平米                                  | 东南,https://ke-image.ljcdn.com/500000-inspection/363512e2-9aef-423a-80c4-8dd6ba96f9d1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20191026,合川,合川,城际快铁缩短了距离到北碚多条高速八方通达5生态会所,56万,高楼层(共33层)                                                3室2厅 | 85平米                                  | 西北,https://ke-image.ljcdn.com/500000-inspection/9717e96f-32d6-4cdd-98a1-13e2e3d57819.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20191026,合川,合川,小区环境好，住家安静，配套设施齐全,52万,低楼层(共33层)                                                2室2厅 | 79平米                                  | 南,https://ke-image.ljcdn.com/500000-inspection/e59e1ac1-586f-4878-90a9-545bd385c0f2.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20191026,合川,合川,御龙湾 洋房，正常税费已满两年，业主安心出售,85万,中楼层(共8层)                                                3室1厅 | 98平米                                  | 东,https://ke-image.ljcdn.com/500000-inspection/12784a30-b7a3-4d98-a706-47d04fc2c0bc.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20191026,合川,合川,离龙头寺，江北机场近，六大公园,58万,高楼层(共33层)                                                3室2厅 | 85平米                                  | 东南,https://ke-image.ljcdn.com/500000-inspection/7d9340af-cd29-4b91-823f-39ea947dbd23.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20191026,合川,合川,公园中的房子 出门是城际快铁 住家安静 环境优美,58万,低楼层(共33层)                                                3室2厅 | 84.68平米                                  | 南,https://ke-image.ljcdn.com/500000-inspection/a9982ebf-1fc8-4a43-b6f5-d069639c6182.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20191026,合川,合川,小区环境优雅，各种休闲设施，绿化覆盖面积高,75万,低楼层(共33层)                                                3室2厅 | 90平米                                  | 西南,https://ke-image.ljcdn.com/500000-inspection/aaa7e314-d1c8-486a-b116-2a357f4a3977.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
