20191026,渝北,花园新村,采光充足，交通便利，视野广阔，满足各类人的起居生活,80万,高楼层(共31层)                                                    | 2000年建 |                                 2室1厅 | 68.25平米                                  | 南,https://ke-image.ljcdn.com/500000-inspection/pc1_IaXl8Uhig_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20191026,渝北,花园新村,正规三房，户型方正，成熟社区，交通便利,120万,高楼层(共12层)                                                    | 2000年建 |                                 3室2厅 | 107.71平米                                  | 北,https://ke-image.ljcdn.com/500000-inspection/pc1_mYfCMrs3y_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20191026,渝北,花园新村,花卉园正规一室一厅，门口就是公交，采光充足,34万,高楼层(共8层)                                                1室1厅 | 39平米                                  | 北,https://ke-image.ljcdn.com/500000-inspection/pc1_eJbnV95aA_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20191026,渝北,花园新村,花卉园 大龙山 轻轨房 花园新村小2房急售 急售,55万,高楼层(共8层)                                                    | 1998年建 |                                 2室2厅 | 59.5平米                                  | 东南,https://ke-image.ljcdn.com/500000-inspection/prod-f51cab83-96f8-40ed-bdcc-3edfd3a9b837.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20191026,渝北,花园新村,采光好 户型方正 交通便利 生活配套齐全,45万,高楼层(共5层)                                                2室1厅 | 50.33平米                                  | 南,https://ke-image.ljcdn.com/500000-inspection/pc1_Mi2haA5UM_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20191026,渝北,花园新村,大龙山轻轨站旁+精装45万（客厅家具红木）+很少住人,160万,高楼层(共30层)                                                    | 2000年建 |                                 4室2厅 | 137平米                                  | 南,https://ke-image.ljcdn.com/500000-inspection/pc1_fXUkKoszn_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20191026,渝北,花园新村,户型方正 采光好 交通便利 生活方便,70万,中楼层(共11层)                                                    | 2000年建 |                                 2室2厅 | 76.49平米                                  | 南,https://ke-image.ljcdn.com/500000-inspection/pc1_w0TvYAUIK_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20191026,渝北,花园新村,花卉园轻轨站旁正规2室一厅，端头户型采光通透！,80万,中楼层(共31层)                                                    | 2000年建 |                                 2室1厅 | 68平米                                  | 南,https://ke-image.ljcdn.com/500000-inspection/pc1_M5sckzPpV_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20191026,渝北,花园新村,温馨家园 正规两房1卫 轻轨400米 总价低,105万,中楼层(共24层)                                                    | 2003年建 |                                 2室2厅 | 86.1平米                                  | 西南,https://ke-image.ljcdn.com/500000-inspection/pc1_K0dqxsIAW_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20191026,渝北,花园新村,渝北 花卉园 交通便利，生活配套完善，正规三房,85万,中楼层(共11层)                                                    | 2000年建 |                                 3室2厅 | 97平米                                  | 南,https://ke-image.ljcdn.com/500000-inspection/pc1_tL81d1snX_2.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20191026,渝北,花园新村,精装三房 带90平米左右露台  轻轨战旁 公交出行方便,138万,低楼层(共11层)                                                    | 2000年建 |                                 3室2厅 | 105平米                                  | 南 北,https://ke-image.ljcdn.com/500000-inspection/prod-996c3a67-421f-4fa5-b75c-188a76463529.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20191026,渝北,花园新村,渝北 金岛花园 简装三房两卫 看房方便 业主诚心出售,105万,高楼层(共8层)                                                    | 2000年建 |                                 3室2厅 | 141.56平米                                  | 东,https://ke-image.ljcdn.com/500000-inspection/prod-03836954-f48f-4545-bcbb-c4a9ac6c592f.png!m_fill,w_280,h_210,f_jpg?from=ke.com
20191026,渝北,花园新村,精装四房，才装两年 出行便利  成熟地段,140万,中楼层(共8层)                                                    | 2000年建 |                                 4室2厅 | 140.51平米                                  | 东,https://ke-image.ljcdn.com/500000-inspection/prod-27fb026f-8835-4749-9bf1-f2b19dd2111b.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20191026,渝北,花园新村,大龙山地铁站旁 龙庭苑小区精装两房出售 双轻轨哦,63万,中楼层(共8层)                                                    | 2003年建 |                                 2室1厅 | 63.5平米                                  | 东,https://ke-image.ljcdn.com/500000-inspection/prod-031aed52-0a17-4a20-afbd-c26ea0d81e38.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20191026,渝北,花园新村,巨宇名居  正规一居室  户型方正   总价低,65万,中楼层(共25层)                                                    | 2004年建 |                                 1室1厅 | 58平米                                  | 南,https://ke-image.ljcdn.com/500000-inspection/pc1_njHRGqAst_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20191026,渝北,花园新村,龙脊花园 楼梯三房 配套成熟。。,120万,中楼层(共8层)                                                    | 2000年建 |                                 3室2厅 | 132平米                                  | 南,https://ke-image.ljcdn.com/500000-inspection/pc1_Gqbf47Yxo_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20191026,渝北,花园新村,正规户型 户型方正 交通便利 配套齐全 生活方便,90万,中楼层(共8层)                                                    | 2000年建 |                                 2室2厅 | 104平米                                  | 南 北,https://ke-image.ljcdn.com/500000-inspection/pc1_Im1K6g4xb_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20191026,渝北,花园新村,户型方正，采光好，交通生活方便,128万,高楼层(共18层)                                                    | 2003年建 |                                 3室2厅 | 143平米                                  | 南,https://ke-image.ljcdn.com/500000-inspection/pc1_Q9O5Hi4Il_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20191026,渝北,花园新村,花卉园花园新村 户型方正 采光好,83万,高楼层(共7层)                                                    | 1999年建 |                                 3室1厅 | 99平米                                  | 东,https://ke-image.ljcdn.com/500000-inspection/prod-e15638b5-a961-4211-8087-82acf3103b13.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20191026,渝北,花园新村,富悦大厦   正规三房双卫 配套齐全   总价低,123万,中楼层(共30层)                                                    | 2000年建 |                                 3室2厅 | 125.11平米                                  | 东北,https://ke-image.ljcdn.com/500000-inspection/prod-57aa9dfc-36d4-445c-8aa7-c02b7acafc9b.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20191026,渝北,花园新村,正规大三房带衣帽间 住家装修 无暗室 通风效果好,128万,高楼层(共18层)                                                    | 2003年建 |                                 3室2厅 | 135平米                                  | 西,https://ke-image.ljcdn.com/500000-inspection/prod-453ac3bc-6709-40ae-8090-1808fe9b0483.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20191026,渝北,花园新村,温馨家园正规两房 户型方正 采光好满五唯一免个税,105万,中楼层(共24层)                                                    | 2002年建 |                                 2室2厅 | 79.6平米                                  | 东南,https://ke-image.ljcdn.com/500000-inspection/prod-1b09f5ee-9e0e-4b0d-9967-b40729c94427.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20191026,渝北,花园新村,花卉园正规两室一厅，门口就是公交，采光充足,63万,中楼层(共8层)                                                    | 1998年建 |                                 2室1厅 | 68.5平米                                  | 西,https://ke-image.ljcdn.com/500000-inspection/prod-da74e2a3-faed-4f85-8982-a5b683fce01e.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
