20191026,沙坪坝,渝碚路,三峡广场 渝碚路 向乐村 精装两房出售,60万,中楼层(共7层)                                                    | 2000年建 |                                 2室1厅 | 61.72平米                                  | 南,https://ke-image.ljcdn.com/500000-inspection/prod-7aaab6bc-d59f-4fa4-82a4-c4d19fa371ac.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20191026,沙坪坝,渝碚路,沙坪坝 三峡广场 陈家湾 正规两房 户型方正 采光好,75万,中楼层(共10层)                                                2室2厅 | 74.17平米                                  | 南,https://ke-image.ljcdn.com/500000-inspection/pc1_u15cju8Dm_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20191026,沙坪坝,渝碚路,沙坪坝 陈家湾 正规两房 诚意出售,51万,中楼层(共7层)                                                    | 1998年建 |                                 2室2厅 | 52.34平米                                  | 东南,https://ke-image.ljcdn.com/500000-inspection/prod-3abe767a-dcdc-425b-839e-2024aa2fedaf.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20191026,沙坪坝,渝碚路,沙坪坝 陈家湾 位置好 单价低,63万,中楼层(共10层)                                                2室1厅 | 58.91平米                                  | 南,https://ke-image.ljcdn.com/500000-inspection/pc1_dLzRtZEcc_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20191026,沙坪坝,渝碚路,南开蓓蕾城 精装修电梯两房 户型方正带阳台未出租过,120万,低楼层(共32层)                                                    | 2007年建 |                                 2室2厅 | 76.7平米                                  | 南 北,https://ke-image.ljcdn.com/500000-inspection/pc1_FFRWQDTn6.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20191026,沙坪坝,渝碚路,正规三房，低楼层，带指标，安静,90万,低楼层(共10层)                                                    | 1998年建 |                                 3室2厅 | 77.74平米                                  | 南,https://ke-image.ljcdn.com/500000-inspection/pc1_WiSxHsCMS_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20191026,沙坪坝,渝碚路,重庆大学旁 精装一室一厅 采光充足 朝向安静,75.6万,低楼层(共32层)                                                    | 2007年建 |                                 1室1厅 | 49平米                                  | 东南,https://ke-image.ljcdn.com/500000-inspection/prod-fb3b7461-0b61-428b-909b-adc9c1ed11f1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20191026,沙坪坝,渝碚路,业主诚心出售，正规三室，位置很好,145万,中楼层(共30层)                                                    | 2001年建 |                                 3室2厅 | 121.6平米                                  | 南,https://ke-image.ljcdn.com/500000-inspection/pc1_jvi3D4KKu_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20191026,沙坪坝,渝碚路,沙坪坝 南友村 正规两房 中间楼层,68万,中楼层(共9层)                                                2室2厅 | 60.13平米                                  | 东南,https://ke-image.ljcdn.com/500000-inspection/prod-445de32f-6c34-43b5-8295-54e823520c31.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20191026,沙坪坝,渝碚路,沙坪坝 沙杨路 书香世家 单配 生活交通方便 近商圈,45万,中楼层(共31层)                                                    | 2007年建 |                                 1室0厅 | 33平米                                  | 东,https://ke-image.ljcdn.com/500000-inspection/prod-8e31e13e-7a83-4770-a5a9-8593c395ec25.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20191026,沙坪坝,渝碚路,宏洲大厦 3室2厅 东,115万,高楼层(共20层)                                                    | 2000年建 |                                 3室2厅 | 139平米                                  | 东,https://ke-image.ljcdn.com/500000-inspection/pc1_oyRRJ8xsI_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20191026,沙坪坝,渝碚路,书香世家正规三房 带装修 有采光,110万,高楼层(共7层)                                                    | 2007年建 |                                 3室1厅 | 86平米                                  | 南,https://ke-image.ljcdn.com/500000-inspection/prod-deb61c00-a3f7-4971-a168-7147cfc3aa4e.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20191026,沙坪坝,渝碚路,地段佳 出入方便 南开 业主安心卖,130万,高楼层(共20层)                                                    | 2000年建 |                                 3室2厅 | 142.86平米                                  | 东南,https://ke-image.ljcdn.com/500000-inspection/pc1_kd61xt6wP_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20191026,沙坪坝,渝碚路,近三峡广场交通便利两室居家楼梯房,52万,高楼层(共8层)                                                    | 2000年建 |                                 2室1厅 | 53.45平米                                  | 东南,https://ke-image.ljcdn.com/500000-inspection/prod-cdcdbab3-e20a-44f7-9e5c-ee645e76330a.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20191026,沙坪坝,渝碚路,此房满两年，证在手，近沙小，商圈内，配套成熟,68万,高楼层(共9层)                                                4室2厅 | 54.62平米                                  | 东南,https://ke-image.ljcdn.com/500000-inspection/pc1_hsfKbcng0_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20191026,沙坪坝,渝碚路,沙坪坝 南开旁 沙杨路 三房 读沙小 交通便利,71万,高楼层(共9层)                                                    | 2002年建 |                                 3室1厅 | 69.5平米                                  | 东南,https://ke-image.ljcdn.com/500000-inspection/prod-8312b317-88f0-4dce-ba5a-da52c8ad92cd.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20191026,沙坪坝,渝碚路,重大B区 南开蓓蕾城 中装单配 住家装修 业主诚心卖,48万,中楼层(共32层)                                                    | 2007年建 |                                 1室0厅 | 38平米                                  | 北,https://ke-image.ljcdn.com/500000-inspection/prod-ae71d7cc-5bde-4657-8cd7-9f05d498492e.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20191026,沙坪坝,渝碚路,向乐村  户型方正  采光好 业主自住 诚心卖,78万,低楼层(共10层)                                                    | 2000年建 |                                 3室2厅 | 75.31平米                                  | 东南,https://ke-image.ljcdn.com/500000-inspection/prod-3497ef98-b726-41be-a08f-8bebd861cc21.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20191026,沙坪坝,渝碚路,沙坪坝沙杨路低楼层采光好安静大四房出售,150万,中楼层(共7层)                                                4室2厅 | 158.54平米                                  | 南,https://ke-image.ljcdn.com/500000-inspection/prod-e2915a05-f2a6-498b-96e9-711ddfaae3b0.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20191026,沙坪坝,渝碚路,沙杨路 沙小指标在 居住环境安静 生活出行方便 宜居,72万,高楼层(共6层)                                                    | 1996年建 |                                 2室1厅 | 62.5平米                                  | 东南,https://ke-image.ljcdn.com/500000-inspection/pc1_PmWpr8tQ5.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20191026,沙坪坝,渝碚路,宏洲大厦 2室1厅 东南,90万,中楼层(共20层)                                                    | 2000年建 |                                 2室1厅 | 80平米                                  | 东南,https://ke-image.ljcdn.com/500000-inspection/pc1_cHJjyQmvE_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20191026,沙坪坝,渝碚路,南开蓓蕾城 住家两居室 住家装修,135万,高楼层(共33层)                                                    | 2007年建 |                                 2室2厅 | 80平米                                  | 东,https://ke-image.ljcdn.com/500000-inspection/pc1_O0zHd9UzH.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20191026,沙坪坝,渝碚路,沙坪坝 南开蓓蕾城 单间配套 住家装修 采光好 带指标,52万,中楼层(共33层)                                                    | 2007年建 |                                 1室1厅 | 37.6平米                                  | 东,https://ke-image.ljcdn.com/500000-inspection/prod-0ca9840f-bf7b-4311-996f-ce34cd4cd9ad.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20191026,沙坪坝,渝碚路,南开蓓蕾城小两房 有装修 有采光,84万,中楼层(共32层)                                                    | 2007年建 |                                 2室1厅 | 56平米                                  | 南,https://ke-image.ljcdn.com/500000-inspection/prod-2347db0d-9257-4f86-baa6-b6d3ced1c283.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20191026,沙坪坝,渝碚路,馨建小区 三房双卫 超大屋顶花园 出行方便 配套成熟,120万,高楼层(共9层)                                                3室2厅 | 118平米                                  | 西南,https://ke-image.ljcdn.com/500000-inspection/pc1_zvkkgIwuC_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20191026,沙坪坝,渝碚路,沙坪坝沙中路南开蓓蕾城标准两房朝南带阳台出售,110万,高楼层(共33层)                                                    | 2007年建 |                                 2室1厅 | 78.93平米                                  | 南,https://ke-image.ljcdn.com/500000-inspection/prod-3620ae5f-42c4-4f59-840a-6dabb6095729.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20191026,沙坪坝,渝碚路,南开蓓蕾城 1室0厅 南,41万,高楼层(共33层)                                                    | 2007年建 |                                 1室0厅 | 31.8平米                                  | 南,https://ke-image.ljcdn.com/500000-inspection/pc1_c0zq0FfTh.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
