20191026,江北,观音桥,半山华府,16093元/m2,131套在售二手房
20191026,江北,观音桥,光华观府国际,20132元/m2,81套在售二手房
20191026,江北,观音桥,平安摩卡城市,16373元/m2,41套在售二手房
20191026,江北,观音桥,鹏润蓝海A区,14823元/m2,59套在售二手房
20191026,江北,观音桥,东方家园,11797元/m2,60套在售二手房
20191026,江北,观音桥,同创国际,17729元/m2,60套在售二手房
20191026,江北,观音桥,城市印象,15356元/m2,52套在售二手房
20191026,江北,观音桥,富力海洋,17047元/m2,56套在售二手房
20191026,江北,观音桥,城市经典,14332元/m2,31套在售二手房
20191026,江北,观音桥,邦兴渝珠花苑,11144元/m2,27套在售二手房
20191026,江北,观音桥,鹏润蓝海C区,14974元/m2,57套在售二手房
20191026,江北,观音桥,青青雅舍,13841元/m2,30套在售二手房
20191026,江北,观音桥,东和城,16535元/m2,59套在售二手房
20191026,江北,观音桥,红鼎国际名苑,14778元/m2,82套在售二手房
20191026,江北,观音桥,龙湖枫香庭,17275元/m2,23套在售二手房
20191026,江北,观音桥,鸥鹏K城,15584元/m2,57套在售二手房
20191026,江北,观音桥,煌华晶萃城,18762元/m2,80套在售二手房
20191026,江北,观音桥,城市领地,14545元/m2,43套在售二手房
20191026,江北,观音桥,招商锦星汇,18506元/m2,88套在售二手房
20191026,江北,观音桥,金鹏北城旺角,16621元/m2,93套在售二手房
20191026,江北,观音桥,旭阳朗晴广场,12760元/m2,88套在售二手房
20191026,江北,观音桥,锦绣嘉陵,11137元/m2,26套在售二手房
20191026,江北,观音桥,保利天汇,20978元/m2,6套在售二手房
20191026,江北,观音桥,观音桥Cosmo,13921元/m2,37套在售二手房
20191026,江北,观音桥,望海花园,11936元/m2,7套在售二手房
20191026,江北,观音桥,聚金花园,10266元/m2,38套在售二手房
20191026,江北,观音桥,龙湖新壹街,18254元/m2,39套在售二手房
20191026,江北,观音桥,铂蓝江岸公馆,16850元/m2,32套在售二手房
20191026,江北,观音桥,新上海大厦,14763元/m2,34套在售二手房
20191026,江北,观音桥,帝豪怡庭,12088元/m2,7套在售二手房
20191026,江北,观音桥,万象时代,14168元/m2,38套在售二手房
20191026,江北,观音桥,九街高屋,15734元/m2,48套在售二手房
20191026,江北,观音桥,祺山品阁,16248元/m2,38套在售二手房
20191026,江北,观音桥,巴黎公舍,14132元/m2,20套在售二手房
20191026,江北,观音桥,玉景苑,12026元/m2,7套在售二手房
20191026,江北,观音桥,瑜然星座,12418元/m2,15套在售二手房
20191026,江北,观音桥,春江名都,13995元/m2,13套在售二手房
20191026,江北,观音桥,耐德佳苑,14379元/m2,34套在售二手房
20191026,江北,观音桥,金地花园,15063元/m2,16套在售二手房
20191026,江北,观音桥,光宇阳光海岸,14419元/m2,17套在售二手房
20191026,江北,观音桥,华新村,9468元/m2,21套在售二手房
