20191026,长寿,长寿,金科世界城(长寿),6372元/m2,270套在售二手房
20191026,长寿,长寿,碧桂园（长寿）,5637元/m2,74套在售二手房
20191026,长寿,长寿,华盛盛世桃源,5385元/m2,126套在售二手房
20191026,长寿,长寿,长寿中央公园,5924元/m2,0套在售二手房
20191026,长寿,长寿,阳光世纪城,5436元/m2,51套在售二手房
20191026,长寿,长寿,长寿碧桂园豪园,6049元/m2,39套在售二手房
20191026,长寿,长寿,凤城华府,5371元/m2,161套在售二手房
20191026,长寿,长寿,桃西雅图,4426元/m2,97套在售二手房
20191026,长寿,长寿,东海假日花园,6159元/m2,139套在售二手房
20191026,长寿,长寿,保利壹号公馆,6776元/m2,41套在售二手房
20191026,长寿,长寿,顺风亭,4299元/m2,109套在售二手房
20191026,长寿,长寿,宝润国际（长寿）,6765元/m2,74套在售二手房
20191026,长寿,长寿,菩提印象,7239元/m2,41套在售二手房
20191026,长寿,长寿,长寿金科阳光小镇,6771元/m2,104套在售二手房
20191026,长寿,长寿,龙凤花园,暂无,20套在售二手房
20191026,长寿,长寿,凤城大院,4253元/m2,26套在售二手房
20191026,长寿,长寿,长寿美丽泽京,7753元/m2,62套在售二手房
20191026,长寿,长寿,圣天湖东岸,6067元/m2,35套在售二手房
20191026,长寿,长寿,圣天湖西岸,6450元/m2,25套在售二手房
20191026,长寿,长寿,桃花源,暂无,5套在售二手房
20191026,长寿,长寿,东方水岸,4830元/m2,37套在售二手房
20191026,长寿,长寿,东方之骄,4750元/m2,85套在售二手房
20191026,长寿,长寿,翰林港湾,4542元/m2,54套在售二手房
20191026,长寿,长寿,天工睿城,6227元/m2,28套在售二手房
20191026,长寿,长寿,香江湖屿城,7753元/m2,6套在售二手房
20191026,长寿,长寿,光宇林庄锦园,暂无,22套在售二手房
20191026,长寿,长寿,晶山新城际,6152元/m2,15套在售二手房
20191026,长寿,长寿,陈家坡,4206元/m2,24套在售二手房
20191026,长寿,长寿,朵力半岛香颂西苑,4879元/m2,96套在售二手房
20191026,长寿,长寿,御府华庭,6073元/m2,115套在售二手房
20191026,长寿,长寿,民生佳苑,4856元/m2,37套在售二手房
20191026,长寿,长寿,中央公园一组团,6707元/m2,44套在售二手房
20191026,长寿,长寿,水木年华(长寿),5264元/m2,43套在售二手房
20191026,长寿,长寿,水墨林溪,5423元/m2,57套在售二手房
20191026,长寿,长寿,沁园坊,5822元/m2,28套在售二手房
20191026,长寿,长寿,长寿路,6265元/m2,168套在售二手房
20191026,长寿,长寿,碧水天城,5548元/m2,39套在售二手房
20191026,长寿,长寿,凤西苑,4657元/m2,58套在售二手房
20191026,长寿,长寿,新康璞山,6004元/m2,89套在售二手房
20191026,长寿,长寿,长寿院子,11480元/m2,0套在售二手房
20191026,长寿,长寿,康民家园,暂无,3套在售二手房
20191026,长寿,长寿,桃源水郡,4137元/m2,3套在售二手房
20191026,长寿,长寿,中央公寓,6661元/m2,37套在售二手房
20191026,长寿,长寿,欣怡花园,暂无,27套在售二手房
20191026,长寿,长寿,兴学园一巷,暂无,15套在售二手房
20191026,长寿,长寿,桃园丽庭,暂无,18套在售二手房
20191026,长寿,长寿,香堤雅郡,5264元/m2,20套在售二手房
20191026,长寿,长寿,监狱集资房,4612元/m2,18套在售二手房
20191026,长寿,长寿,金山支路,暂无,15套在售二手房
20191026,长寿,长寿,富盈湾,4700元/m2,4套在售二手房
20191026,长寿,长寿,山水名邸,4812元/m2,13套在售二手房
20191026,长寿,长寿,时代公馆,5876元/m2,30套在售二手房
20191026,长寿,长寿,中心花园,暂无,20套在售二手房
20191026,长寿,长寿,顺风亭二期,4111元/m2,60套在售二手房
20191026,长寿,长寿,东朝尚都,5692元/m2,21套在售二手房
20191026,长寿,长寿,金山街,暂无,49套在售二手房
20191026,长寿,长寿,骑鞍街,5458元/m2,47套在售二手房
20191026,长寿,长寿,凤城华府二期,5468元/m2,61套在售二手房
20191026,长寿,长寿,中央公园二组团,5760元/m2,56套在售二手房
20191026,长寿,长寿,鹏运左岸,5641元/m2,35套在售二手房
20191026,长寿,长寿,长寿佳园,暂无,16套在售二手房
20191026,长寿,长寿,朵力6号,5025元/m2,49套在售二手房
20191026,长寿,长寿,黄桷雅居,5080元/m2,64套在售二手房
20191026,长寿,长寿,香山美地,4562元/m2,55套在售二手房
20191026,长寿,长寿,朵力池上春天,5077元/m2,115套在售二手房
20191026,长寿,长寿,黄桷逸景,4641元/m2,13套在售二手房
20191026,长寿,长寿,新星路,暂无,20套在售二手房
20191026,长寿,长寿,金凤新城,4359元/m2,30套在售二手房
20191026,长寿,长寿,凤园路,暂无,28套在售二手房
20191026,长寿,长寿,金鹏湖滨香山,暂无,0套在售二手房
20191026,长寿,长寿,城中城家居生活馆,暂无,0套在售二手房
20191026,长寿,长寿,渡中路17号,暂无,0套在售二手房
20191026,长寿,长寿,瑞丰华府,5544元/m2,4套在售二手房
20191026,长寿,长寿,教委集资楼,暂无,4套在售二手房
20191026,长寿,长寿,兰亭印象,4511元/m2,4套在售二手房
20191026,长寿,长寿,法院小区,3850元/m2,1套在售二手房
20191026,长寿,长寿,圣瑞华府,5241元/m2,9套在售二手房
20191026,长寿,长寿,协信商铺,暂无,0套在售二手房
20191026,长寿,长寿,在水一方一期A区,暂无,5套在售二手房
20191026,长寿,长寿,向阳路33号附12号,暂无,1套在售二手房
20191026,长寿,长寿,望江支路54号,暂无,0套在售二手房
20191026,长寿,长寿,梅村,暂无,1套在售二手房
20191026,长寿,长寿,黄桷堡二巷1号,暂无,0套在售二手房
20191026,长寿,长寿,渝鸿金岸,暂无,3套在售二手房
20191026,长寿,长寿,陈家坡10号,暂无,3套在售二手房
20191026,长寿,长寿,西门村2号,暂无,1套在售二手房
