20191026,渝中,化龙桥,重庆天地雍江翠湖,18405元/m2,68套在售二手房
20191026,渝中,化龙桥,雍江艺庭,18793元/m2,106套在售二手房
20191026,渝中,化龙桥,重庆天地雍江御庭,18931元/m2,65套在售二手房
20191026,渝中,化龙桥,瑞安翠湖天地,17223元/m2,111套在售二手房
20191026,渝中,化龙桥,雍江悦庭,19038元/m2,81套在售二手房
20191026,渝中,化龙桥,雍江苑,17740元/m2,58套在售二手房
20191026,渝中,化龙桥,雍江翠璟,19403元/m2,27套在售二手房
20191026,渝中,化龙桥,长帆江岸公馆,14590元/m2,50套在售二手房
20191026,渝中,化龙桥,嘉韵山水城,12208元/m2,37套在售二手房
20191026,渝中,化龙桥,临江佳园,13186元/m2,35套在售二手房
20191026,渝中,化龙桥,江山华庭,11052元/m2,7套在售二手房
20191026,渝中,化龙桥,翡翠天麓,23277元/m2,0套在售二手房
20191026,渝中,化龙桥,畔江楼小区,10437元/m2,2套在售二手房
20191026,渝中,化龙桥,重庆天地翡翠云阶,暂无,0套在售二手房
20191026,渝中,化龙桥,红岩村100号,暂无,0套在售二手房
