20191026,九龙坡,黄桷坪,保利心语花园,13199元/m2,41套在售二手房
20191026,九龙坡,黄桷坪,金源利青国青城,11227元/m2,25套在售二手房
20191026,九龙坡,黄桷坪,广厦城蜜宫,12630元/m2,35套在售二手房
20191026,九龙坡,黄桷坪,广厦城巢上,10802元/m2,20套在售二手房
20191026,九龙坡,黄桷坪,广厦城江畔语林,12337元/m2,28套在售二手房
20191026,九龙坡,黄桷坪,志龙观江嶺,12327元/m2,24套在售二手房
20191026,九龙坡,黄桷坪,江畔华景,10763元/m2,19套在售二手房
20191026,九龙坡,黄桷坪,凤华雅苑,10769元/m2,9套在售二手房
20191026,九龙坡,黄桷坪,广厦城湖水岸,9879元/m2,11套在售二手房
20191026,九龙坡,黄桷坪,广厦城洛卡庄园,16491元/m2,22套在售二手房
20191026,九龙坡,黄桷坪,广厦城岭都,11230元/m2,9套在售二手房
20191026,九龙坡,黄桷坪,广厦城森林峰,10174元/m2,7套在售二手房
20191026,九龙坡,黄桷坪,广厦城江界,10870元/m2,4套在售二手房
20191026,九龙坡,黄桷坪,新华春天,12128元/m2,57套在售二手房
20191026,九龙坡,黄桷坪,茗都华苑,7778元/m2,7套在售二手房
20191026,九龙坡,黄桷坪,蟠龙龙蟠凤逸,10628元/m2,17套在售二手房
20191026,九龙坡,黄桷坪,九龙花园二小区,7616元/m2,1套在售二手房
20191026,九龙坡,黄桷坪,九龙花园一小区,7236元/m2,1套在售二手房
20191026,九龙坡,黄桷坪,渝隆观江,12104元/m2,9套在售二手房
20191026,九龙坡,黄桷坪,港韵新苑,11008元/m2,3套在售二手房
20191026,九龙坡,黄桷坪,田野小区,10254元/m2,11套在售二手房
20191026,九龙坡,黄桷坪,曦圆云岭,10819元/m2,8套在售二手房
20191026,九龙坡,黄桷坪,黄桷花园,11643元/m2,5套在售二手房
20191026,九龙坡,黄桷坪,滩子口正街56号,11622元/m2,4套在售二手房
20191026,九龙坡,黄桷坪,龙隐花园,10868元/m2,4套在售二手房
20191026,九龙坡,黄桷坪,星河名居,10435元/m2,6套在售二手房
20191026,九龙坡,黄桷坪,铁马新华苑E区,10947元/m2,8套在售二手房
20191026,九龙坡,黄桷坪,电力三村,暂无,0套在售二手房
20191026,九龙坡,黄桷坪,电力五村,暂无,0套在售二手房
20191026,九龙坡,黄桷坪,铁路三村,暂无,0套在售二手房
20191026,九龙坡,黄桷坪,九龙八村1号,暂无,0套在售二手房
20191026,九龙坡,黄桷坪,观江大厦,9863元/m2,1套在售二手房
20191026,九龙坡,黄桷坪,西郊四村,10405元/m2,2套在售二手房
20191026,九龙坡,黄桷坪,黄桷坪正街,暂无,0套在售二手房
20191026,九龙坡,黄桷坪,搬运西村158号,暂无,0套在售二手房
20191026,九龙坡,黄桷坪,搬运东村,暂无,0套在售二手房
20191026,九龙坡,黄桷坪,小水池,暂无,0套在售二手房
20191026,九龙坡,黄桷坪,和信公寓,暂无,0套在售二手房
20191026,九龙坡,黄桷坪,新市场社区（九龙坡）,暂无,0套在售二手房
20191026,九龙坡,黄桷坪,官家林,暂无,0套在售二手房
20191026,九龙坡,黄桷坪,九铁二村,暂无,0套在售二手房
20191026,九龙坡,黄桷坪,铁路二村,暂无,0套在售二手房
20191026,九龙坡,黄桷坪,新建路2到5号,暂无,0套在售二手房
20191026,九龙坡,黄桷坪,立信大厦,暂无,0套在售二手房
20191026,九龙坡,黄桷坪,滩子口172号,暂无,0套在售二手房
20191026,九龙坡,黄桷坪,双铁金大厦,暂无,0套在售二手房
20191026,九龙坡,黄桷坪,电力二村(九龙坡),暂无,0套在售二手房
20191026,九龙坡,黄桷坪,渝铁九龙苑,9758元/m2,0套在售二手房
20191026,九龙坡,黄桷坪,万顺楼,8700元/m2,0套在售二手房
20191026,九龙坡,黄桷坪,丽和园,暂无,0套在售二手房
20191026,九龙坡,黄桷坪,天祥苑,10036元/m2,2套在售二手房
